Transaction_ID,Date,Product_ID,Region_ID,Customer_ID,Quantity_Sold,Sales_Channel,Selling_Price,Category,Sales_Amount,Promotion_ID,Promotion_Type,Promotion_Budget
2314,03/09/2024,10,2,43,1,Departmental Store,51.38,Snacks,51.38,,No Promotion,0
2315,30/04/2024,25,2,433,4,Departmental Store,29.11,Dairy,116.44,,No Promotion,0
2316,29/09/2023,18,1,29,6,Online,30.09,Beverages,180.54,1,Bundle Offer,4878.34
2317,02/11/2024,19,1,362,1,Departmental Store,38.17,Personal Care,38.17,,No Promotion,0
2318,15/08/2024,4,4,120,3,Departmental Store,41.23,Beverages,123.69,,No Promotion,0
2319,14/08/2024,10,1,337,1,Super Shop,51.38,Snacks,51.38,,No Promotion,0
2320,22/08/2023,1,2,31,8,Super Shop,33.84,Snacks,270.72,10,Buy One Get One Free,2301.32
2321,22/02/2023,23,3,181,2,Super Shop,26.43,Personal Care,52.86,,No Promotion,0
2322,20/08/2024,18,4,162,4,Super Shop,30.09,Beverages,120.36,,No Promotion,0
2323,06/05/2024,5,1,128,2,Departmental Store,13.67,Beverages,27.34,,No Promotion,0
2324,24/06/2023,15,1,255,6,Super Shop,20.34,Snacks,122.04,10,Buy One Get One Free,2301.32
2325,20/06/2024,17,2,294,1,Super Shop,26.62,Personal Care,26.62,,No Promotion,0
2326,06/10/2024,3,4,441,1,Online,46.14,Dairy,46.14,,No Promotion,0
2327,26/09/2024,12,1,357,6,Super Shop,53.91,Snacks,323.46,,No Promotion,0
2328,25/01/2024,2,3,388,2,Super Shop,51.58,Snacks,103.16,9,Discount,1180.91
2329,01/06/2023,1,2,254,2,Online,33.84,Snacks,67.68,15,Bundle Offer,2123.74
2330,28/11/2024,23,4,130,1,Departmental Store,26.43,Personal Care,26.43,,No Promotion,0
2331,06/09/2023,21,1,12,5,Departmental Store,42.81,Snacks,214.05,10,Buy One Get One Free,2301.32
2332,02/02/2023,17,1,35,1,Online,26.62,Personal Care,26.62,,No Promotion,0
2333,09/08/2024,22,4,198,2,Online,16.64,Beverages,33.28,,No Promotion,0
2334,18/12/2024,16,2,248,2,Departmental Store,15.96,Beverages,31.92,,No Promotion,0
2335,23/04/2023,5,4,110,6,Super Shop,13.67,Beverages,82.02,,No Promotion,0
2336,15/07/2023,15,4,328,4,Online,20.34,Snacks,81.36,10,Buy One Get One Free,2301.32
2337,20/01/2023,3,2,405,1,Online,46.14,Dairy,46.14,,No Promotion,0
2338,27/03/2024,7,1,245,9,Online,11,Snacks,99,9,Discount,1180.91
2339,18/11/2023,11,3,250,5,Departmental Store,18.25,Snacks,91.25,10,Buy One Get One Free,2301.32
2340,04/03/2024,10,2,366,12,Departmental Store,51.38,Snacks,616.56,9,Discount,1180.91
2341,05/06/2023,9,3,317,10,Departmental Store,46.33,Personal Care,463.3,3,Discount,4758
2342,27/02/2024,14,1,163,3,Departmental Store,25.14,Beverages,75.42,,No Promotion,0
2343,08/12/2024,13,4,48,2,Departmental Store,44.83,Beverages,89.66,,No Promotion,0
2344,28/07/2023,25,3,399,2,Super Shop,29.11,Dairy,58.22,5,Bundle Offer,3391.6
2345,25/02/2024,25,1,71,6,Super Shop,29.11,Dairy,174.66,2,Bundle Offer,4100.53
2346,28/05/2024,2,1,399,6,Departmental Store,51.58,Snacks,309.48,9,Discount,1180.91
2347,18/09/2024,3,4,493,4,Departmental Store,46.14,Dairy,184.56,,No Promotion,0
2348,27/04/2024,7,4,134,7,Departmental Store,11,Snacks,77,9,Discount,1180.91
2349,05/03/2023,21,1,239,3,Online,42.81,Snacks,128.43,,No Promotion,0
2350,23/12/2024,18,1,465,3,Online,30.09,Beverages,90.27,,No Promotion,0
2351,22/05/2023,3,3,68,7,Departmental Store,46.14,Dairy,322.98,5,Bundle Offer,3391.6
2352,15/06/2024,10,1,278,16,Departmental Store,51.38,Snacks,822.08,9,Discount,1180.91
2353,01/08/2023,22,1,32,1,Online,16.64,Beverages,16.64,,No Promotion,0
2354,28/07/2024,7,3,123,4,Online,11,Snacks,44,,No Promotion,0
2355,29/11/2023,9,2,22,12,Online,46.33,Personal Care,555.96,4,Bundle Offer,4579.31
2356,09/11/2024,17,3,155,2,Online,26.62,Personal Care,53.24,,No Promotion,0
2357,04/05/2024,11,3,110,4,Online,18.25,Snacks,73,9,Discount,1180.91
2358,22/06/2024,7,4,271,7,Departmental Store,11,Snacks,77,9,Discount,1180.91
2359,21/01/2024,24,3,380,12,Departmental Store,30.14,Dairy,361.68,2,Bundle Offer,4100.53
2360,18/11/2023,14,1,300,15,Online,25.14,Beverages,377.1,1,Bundle Offer,4878.34
2361,27/06/2023,19,1,115,2,Departmental Store,38.17,Personal Care,76.34,3,Discount,4758
2362,15/04/2024,4,1,470,2,Online,41.23,Beverages,82.46,,No Promotion,0
2363,29/06/2024,6,2,220,4,Online,21.53,Beverages,86.12,,No Promotion,0
2364,17/12/2023,10,1,490,3,Online,51.38,Snacks,154.14,11,Buy One Get One Free,2554.71
2365,13/07/2024,7,2,230,1,Departmental Store,11,Snacks,11,,No Promotion,0
2366,29/12/2023,13,1,252,1,Departmental Store,44.83,Beverages,44.83,1,Bundle Offer,4878.34
2367,23/11/2024,14,3,249,4,Departmental Store,25.14,Beverages,100.56,,No Promotion,0
2368,28/11/2024,4,4,9,3,Departmental Store,41.23,Beverages,123.69,,No Promotion,0
2369,20/10/2024,8,1,34,1,Super Shop,45.89,Snacks,45.89,,No Promotion,0
2370,10/12/2024,5,2,228,1,Online,13.67,Beverages,13.67,,No Promotion,0
2371,28/09/2023,1,2,73,16,Online,33.84,Snacks,541.44,10,Buy One Get One Free,2301.32
2372,16/09/2024,4,4,399,7,Departmental Store,41.23,Beverages,288.61,,No Promotion,0
2373,10/05/2024,3,1,446,5,Departmental Store,46.14,Dairy,230.7,,No Promotion,0
2374,16/07/2023,9,3,301,11,Super Shop,46.33,Personal Care,509.63,3,Discount,4758
2375,10/09/2023,8,1,212,6,Online,45.89,Snacks,275.34,10,Buy One Get One Free,2301.32
2376,13/10/2023,1,1,72,2,Online,33.84,Snacks,67.68,10,Buy One Get One Free,2301.32
2377,25/07/2024,6,4,58,1,Departmental Store,21.53,Beverages,21.53,,No Promotion,0
2378,02/11/2023,9,1,220,3,Departmental Store,46.33,Personal Care,138.99,4,Bundle Offer,4579.31
2379,19/08/2023,7,3,371,9,Super Shop,11,Snacks,99,10,Buy One Get One Free,2301.32
2380,01/11/2023,4,2,275,16,Online,41.23,Beverages,659.68,1,Bundle Offer,4878.34
2381,23/10/2023,13,4,249,9,Super Shop,44.83,Beverages,403.47,1,Bundle Offer,4878.34
2382,22/12/2024,17,3,16,1,Online,26.62,Personal Care,26.62,,No Promotion,0
2383,01/08/2023,2,2,75,4,Departmental Store,51.58,Snacks,206.32,10,Buy One Get One Free,2301.32
2384,07/12/2024,5,4,106,3,Super Shop,13.67,Beverages,41.01,,No Promotion,0
2385,22/12/2024,12,4,136,5,Departmental Store,53.91,Snacks,269.55,,No Promotion,0
2386,15/05/2024,21,2,417,12,Online,42.81,Snacks,513.72,9,Discount,1180.91
2387,21/11/2023,8,2,74,10,Online,45.89,Snacks,458.9,10,Buy One Get One Free,2301.32
2388,06/05/2024,6,3,254,5,Super Shop,21.53,Beverages,107.65,,No Promotion,0
2389,24/12/2023,8,1,18,14,Departmental Store,45.89,Snacks,642.46,11,Buy One Get One Free,2554.71
2390,27/07/2024,18,1,419,5,Online,30.09,Beverages,150.45,,No Promotion,0
2391,08/10/2023,3,1,43,10,Online,46.14,Dairy,461.4,19,Discount,1298.2
2392,22/10/2023,22,1,50,6,Super Shop,16.64,Beverages,99.84,1,Bundle Offer,4878.34
2393,05/05/2023,12,1,3,4,Super Shop,53.91,Snacks,215.64,15,Bundle Offer,2123.74
2394,10/08/2024,3,3,232,1,Departmental Store,46.14,Dairy,46.14,,No Promotion,0
2395,23/11/2024,22,4,219,3,Super Shop,16.64,Beverages,49.92,,No Promotion,0
2396,10/07/2024,6,3,59,6,Online,21.53,Beverages,129.18,,No Promotion,0
2397,24/01/2024,2,3,284,7,Departmental Store,51.58,Snacks,361.06,9,Discount,1180.91
2398,09/02/2024,23,3,302,8,Departmental Store,26.43,Personal Care,211.44,4,Bundle Offer,4579.31
2399,20/12/2023,12,4,64,20,Departmental Store,53.91,Snacks,1078.2,11,Buy One Get One Free,2554.71
2400,30/05/2023,2,3,70,15,Online,51.58,Snacks,773.7,15,Bundle Offer,2123.74
2401,25/10/2023,6,3,303,16,Super Shop,21.53,Beverages,344.48,1,Bundle Offer,4878.34
2402,13/02/2023,17,4,142,2,Departmental Store,26.62,Personal Care,53.24,,No Promotion,0
2403,22/10/2023,3,3,391,3,Online,46.14,Dairy,138.42,19,Discount,1298.2
2404,22/03/2023,2,1,202,4,Super Shop,51.58,Snacks,206.32,15,Bundle Offer,2123.74
2405,21/12/2023,23,2,207,6,Departmental Store,26.43,Personal Care,158.58,4,Bundle Offer,4579.31
2406,28/03/2024,20,3,415,1,Super Shop,22.73,Dairy,22.73,2,Bundle Offer,4100.53
2407,02/11/2024,8,2,221,2,Super Shop,45.89,Snacks,91.78,,No Promotion,0
2408,20/09/2023,22,3,362,14,Super Shop,16.64,Beverages,232.96,1,Bundle Offer,4878.34
2409,05/05/2024,12,3,246,10,Online,53.91,Snacks,539.1,9,Discount,1180.91
2410,08/08/2023,4,1,81,16,Departmental Store,41.23,Beverages,659.68,7,Bundle Offer,1353.97
2411,26/07/2023,5,4,251,3,Departmental Store,13.67,Beverages,41.01,,No Promotion,0
2412,05/07/2024,13,2,51,6,Departmental Store,44.83,Beverages,268.98,,No Promotion,0
2413,05/10/2023,15,4,285,4,Online,20.34,Snacks,81.36,10,Buy One Get One Free,2301.32
2414,29/07/2024,25,1,369,1,Super Shop,29.11,Dairy,29.11,,No Promotion,0
2415,13/12/2024,23,1,492,2,Online,26.43,Personal Care,52.86,,No Promotion,0
2416,06/10/2023,16,2,399,7,Departmental Store,15.96,Beverages,111.72,1,Bundle Offer,4878.34
2417,21/05/2023,10,4,384,6,Super Shop,51.38,Snacks,308.28,15,Bundle Offer,2123.74
2418,22/04/2023,25,1,346,1,Online,29.11,Dairy,29.11,5,Bundle Offer,3391.6
2419,22/09/2024,23,3,204,7,Online,26.43,Personal Care,185.01,17,Buy One Get One Free,1563.7
2420,23/08/2024,16,3,25,3,Online,15.96,Beverages,47.88,,No Promotion,0
2421,03/09/2023,12,3,445,18,Online,53.91,Snacks,970.38,10,Buy One Get One Free,2301.32
2422,06/09/2023,17,4,41,7,Super Shop,26.62,Personal Care,186.34,3,Discount,4758
2423,21/02/2023,16,3,69,1,Online,15.96,Beverages,15.96,,No Promotion,0
2424,16/11/2024,12,3,4,2,Super Shop,53.91,Snacks,107.82,,No Promotion,0
2425,27/06/2024,8,1,492,12,Online,45.89,Snacks,550.68,9,Discount,1180.91
2426,20/08/2023,20,1,240,4,Departmental Store,22.73,Dairy,90.92,5,Bundle Offer,3391.6
2427,15/10/2024,3,3,361,1,Online,46.14,Dairy,46.14,,No Promotion,0
2428,27/08/2023,16,3,441,16,Online,15.96,Beverages,255.36,1,Bundle Offer,4878.34
2429,23/02/2023,13,1,31,1,Departmental Store,44.83,Beverages,44.83,,No Promotion,0
2430,13/04/2023,23,2,387,3,Super Shop,26.43,Personal Care,79.29,3,Discount,4758
2431,28/02/2024,19,4,117,1,Online,38.17,Personal Care,38.17,,No Promotion,0
2432,05/12/2023,8,4,195,11,Online,45.89,Snacks,504.79,10,Buy One Get One Free,2301.32
2433,28/04/2024,22,1,90,2,Departmental Store,16.64,Beverages,33.28,,No Promotion,0
2434,13/04/2023,5,4,178,2,Super Shop,13.67,Beverages,27.34,,No Promotion,0
2435,28/11/2024,20,1,145,5,Departmental Store,22.73,Dairy,113.65,,No Promotion,0
2436,21/05/2023,8,1,444,9,Online,45.89,Snacks,413.01,15,Bundle Offer,2123.74
2437,06/01/2023,24,1,202,1,Super Shop,30.14,Dairy,30.14,,No Promotion,0
2438,17/07/2024,12,1,322,4,Online,53.91,Snacks,215.64,,No Promotion,0
2439,11/06/2023,1,2,344,4,Departmental Store,33.84,Snacks,135.36,15,Bundle Offer,2123.74
2440,21/02/2024,25,3,203,15,Online,29.11,Dairy,436.65,2,Bundle Offer,4100.53
2441,30/10/2024,21,3,24,3,Departmental Store,42.81,Snacks,128.43,,No Promotion,0
2442,02/05/2024,20,2,355,4,Departmental Store,22.73,Dairy,90.92,,No Promotion,0
2443,03/05/2024,6,4,471,1,Super Shop,21.53,Beverages,21.53,,No Promotion,0
2444,28/10/2024,22,4,416,1,Departmental Store,16.64,Beverages,16.64,,No Promotion,0
2445,24/07/2023,18,3,471,3,Super Shop,30.09,Beverages,90.27,,No Promotion,0
2446,22/10/2023,8,4,482,6,Super Shop,45.89,Snacks,275.34,10,Buy One Get One Free,2301.32
2447,25/11/2023,7,3,105,2,Super Shop,11,Snacks,22,10,Buy One Get One Free,2301.32
2448,20/10/2023,1,3,275,10,Super Shop,33.84,Snacks,338.4,10,Buy One Get One Free,2301.32
2449,23/10/2024,21,2,322,2,Super Shop,42.81,Snacks,85.62,,No Promotion,0
2450,02/03/2023,16,4,60,6,Departmental Store,15.96,Beverages,95.76,,No Promotion,0
2451,02/04/2023,12,2,371,13,Departmental Store,53.91,Snacks,700.83,15,Bundle Offer,2123.74
2452,29/10/2024,6,3,450,3,Super Shop,21.53,Beverages,64.59,,No Promotion,0
2453,10/08/2024,20,3,15,1,Departmental Store,22.73,Dairy,22.73,,No Promotion,0
2454,26/08/2023,2,3,85,1,Super Shop,51.58,Snacks,51.58,10,Buy One Get One Free,2301.32
2455,01/07/2024,14,1,419,1,Departmental Store,25.14,Beverages,25.14,,No Promotion,0
2456,08/02/2023,4,1,197,5,Super Shop,41.23,Beverages,206.15,,No Promotion,0
2457,29/06/2023,1,1,235,9,Online,33.84,Snacks,304.56,10,Buy One Get One Free,2301.32
2458,03/03/2024,23,2,411,3,Online,26.43,Personal Care,79.29,,No Promotion,0
2459,30/06/2023,18,3,344,2,Super Shop,30.09,Beverages,60.18,,No Promotion,0
2460,07/02/2023,13,4,263,4,Departmental Store,44.83,Beverages,179.32,,No Promotion,0
2461,11/02/2024,2,2,6,15,Super Shop,51.58,Snacks,773.7,9,Discount,1180.91
2462,22/05/2024,9,2,494,2,Departmental Store,46.33,Personal Care,92.66,,No Promotion,0
2463,10/07/2023,21,2,381,8,Super Shop,42.81,Snacks,342.48,10,Buy One Get One Free,2301.32
2464,24/10/2023,2,4,289,4,Super Shop,51.58,Snacks,206.32,10,Buy One Get One Free,2301.32
2465,08/02/2023,25,3,58,5,Departmental Store,29.11,Dairy,145.55,,No Promotion,0
2466,10/01/2023,9,1,433,3,Departmental Store,46.33,Personal Care,138.99,,No Promotion,0
2467,02/11/2023,1,3,145,4,Super Shop,33.84,Snacks,135.36,10,Buy One Get One Free,2301.32
2468,04/08/2024,11,3,366,5,Online,18.25,Snacks,91.25,,No Promotion,0
2469,09/09/2024,3,2,42,5,Online,46.14,Dairy,230.7,,No Promotion,0
2470,20/04/2023,20,2,350,17,Online,22.73,Dairy,386.41,5,Bundle Offer,3391.6
2471,10/12/2023,23,2,200,1,Online,26.43,Personal Care,26.43,4,Bundle Offer,4579.31
2472,19/10/2023,4,1,424,6,Online,41.23,Beverages,247.38,1,Bundle Offer,4878.34
2473,10/04/2024,18,1,174,1,Departmental Store,30.09,Beverages,30.09,,No Promotion,0
2474,18/10/2024,23,1,455,2,Online,26.43,Personal Care,52.86,,No Promotion,0
2475,10/07/2024,6,3,454,1,Departmental Store,21.53,Beverages,21.53,,No Promotion,0
2476,20/06/2024,3,2,452,5,Online,46.14,Dairy,230.7,,No Promotion,0
2477,20/05/2024,22,4,385,1,Departmental Store,16.64,Beverages,16.64,,No Promotion,0
2478,18/05/2023,11,3,335,8,Online,18.25,Snacks,146,15,Bundle Offer,2123.74
2479,31/05/2024,15,1,95,8,Online,20.34,Snacks,162.72,9,Discount,1180.91
2480,24/04/2024,22,4,217,2,Departmental Store,16.64,Beverages,33.28,,No Promotion,0
2481,07/10/2023,5,4,111,17,Departmental Store,13.67,Beverages,232.39,1,Bundle Offer,4878.34
2482,17/07/2023,20,2,353,3,Super Shop,22.73,Dairy,68.19,5,Bundle Offer,3391.6
2483,26/04/2023,10,4,180,20,Online,51.38,Snacks,1027.6,15,Bundle Offer,2123.74
2484,05/12/2023,12,1,163,3,Online,53.91,Snacks,161.73,10,Buy One Get One Free,2301.32
2485,16/06/2023,15,2,119,4,Departmental Store,20.34,Snacks,81.36,10,Buy One Get One Free,2301.32
2486,14/04/2024,17,4,325,4,Departmental Store,26.62,Personal Care,106.48,8,Buy One Get One Free,1783.93
2487,25/10/2024,10,2,389,5,Online,51.38,Snacks,256.9,,No Promotion,0
2488,21/09/2023,6,4,228,5,Online,21.53,Beverages,107.65,1,Bundle Offer,4878.34
2489,10/07/2023,18,3,145,4,Departmental Store,30.09,Beverages,120.36,,No Promotion,0
2490,15/01/2023,13,3,437,3,Departmental Store,44.83,Beverages,134.49,,No Promotion,0
2491,12/12/2023,3,1,308,8,Online,46.14,Dairy,369.12,2,Bundle Offer,4100.53
2492,30/10/2023,24,3,142,13,Departmental Store,30.14,Dairy,391.82,2,Bundle Offer,4100.53
2493,04/08/2024,10,3,122,4,Departmental Store,51.38,Snacks,205.52,,No Promotion,0
2494,21/11/2024,14,3,285,4,Online,25.14,Beverages,100.56,,No Promotion,0
2495,17/07/2023,6,4,392,3,Super Shop,21.53,Beverages,64.59,,No Promotion,0
2496,29/06/2023,3,4,226,6,Departmental Store,46.14,Dairy,276.84,5,Bundle Offer,3391.6
2497,17/09/2024,16,2,360,3,Super Shop,15.96,Beverages,47.88,,No Promotion,0
2498,16/10/2024,7,4,257,1,Departmental Store,11,Snacks,11,,No Promotion,0
2499,20/02/2024,20,3,285,9,Super Shop,22.73,Dairy,204.57,2,Bundle Offer,4100.53
2500,13/03/2024,14,4,420,3,Departmental Store,25.14,Beverages,75.42,,No Promotion,0
2501,11/06/2024,9,1,435,5,Super Shop,46.33,Personal Care,231.65,,No Promotion,0
2502,02/12/2023,15,2,165,7,Super Shop,20.34,Snacks,142.38,10,Buy One Get One Free,2301.32
2503,30/03/2023,21,2,221,12,Departmental Store,42.81,Snacks,513.72,15,Bundle Offer,2123.74
2504,15/02/2024,3,4,69,19,Super Shop,46.14,Dairy,876.66,2,Bundle Offer,4100.53
2505,16/11/2024,2,3,309,2,Online,51.58,Snacks,103.16,,No Promotion,0
2506,08/04/2023,2,2,224,13,Online,51.58,Snacks,670.54,15,Bundle Offer,2123.74
2507,09/07/2023,3,1,124,18,Online,46.14,Dairy,830.52,5,Bundle Offer,3391.6
2508,24/05/2023,18,1,436,1,Super Shop,30.09,Beverages,30.09,,No Promotion,0
2509,03/05/2024,14,2,344,5,Departmental Store,25.14,Beverages,125.7,,No Promotion,0
2510,28/11/2023,20,3,339,2,Super Shop,22.73,Dairy,45.46,2,Bundle Offer,4100.53
2511,12/09/2023,18,3,12,7,Departmental Store,30.09,Beverages,210.63,1,Bundle Offer,4878.34
2512,07/01/2023,10,4,52,2,Super Shop,51.38,Snacks,102.76,,No Promotion,0
2513,25/09/2023,25,4,129,7,Departmental Store,29.11,Dairy,203.77,19,Discount,1298.2
2514,28/01/2024,2,2,135,15,Super Shop,51.58,Snacks,773.7,9,Discount,1180.91
2515,30/08/2023,25,4,145,14,Super Shop,29.11,Dairy,407.54,19,Discount,1298.2
2516,02/04/2024,22,4,127,4,Online,16.64,Beverages,66.56,,No Promotion,0
2517,01/10/2023,1,4,226,1,Super Shop,33.84,Snacks,33.84,10,Buy One Get One Free,2301.32
2518,04/12/2023,4,1,427,1,Online,41.23,Beverages,41.23,1,Bundle Offer,4878.34
2519,06/11/2023,14,4,71,13,Departmental Store,25.14,Beverages,326.82,1,Bundle Offer,4878.34
2520,19/08/2024,1,2,273,2,Departmental Store,33.84,Snacks,67.68,,No Promotion,0
2521,09/08/2024,14,3,187,1,Online,25.14,Beverages,25.14,,No Promotion,0
2522,12/01/2023,16,4,3,6,Super Shop,15.96,Beverages,95.76,,No Promotion,0
2523,25/09/2023,22,3,285,7,Departmental Store,16.64,Beverages,116.48,1,Bundle Offer,4878.34
2524,31/10/2024,14,4,22,3,Super Shop,25.14,Beverages,75.42,,No Promotion,0
2525,04/01/2024,20,2,166,1,Super Shop,22.73,Dairy,22.73,2,Bundle Offer,4100.53
2526,10/12/2024,3,1,310,1,Super Shop,46.14,Dairy,46.14,,No Promotion,0
2527,30/08/2023,3,2,363,11,Departmental Store,46.14,Dairy,507.54,19,Discount,1298.2
2528,05/03/2023,9,1,477,6,Departmental Store,46.33,Personal Care,277.98,,No Promotion,0
2529,14/11/2024,6,4,498,4,Super Shop,21.53,Beverages,86.12,,No Promotion,0
2530,02/05/2023,25,4,434,15,Online,29.11,Dairy,436.65,5,Bundle Offer,3391.6
2531,21/04/2024,13,1,246,5,Online,44.83,Beverages,224.15,,No Promotion,0
2532,11/11/2023,21,2,234,2,Online,42.81,Snacks,85.62,10,Buy One Get One Free,2301.32
2533,13/06/2023,2,2,325,3,Super Shop,51.58,Snacks,154.74,15,Bundle Offer,2123.74
2534,20/02/2024,8,1,158,7,Online,45.89,Snacks,321.23,9,Discount,1180.91
2535,03/12/2024,21,4,151,3,Departmental Store,42.81,Snacks,128.43,,No Promotion,0
2536,29/05/2024,2,1,213,6,Online,51.58,Snacks,309.48,9,Discount,1180.91
2537,21/12/2024,4,4,376,2,Online,41.23,Beverages,82.46,,No Promotion,0
2538,15/11/2023,25,1,218,16,Super Shop,29.11,Dairy,465.76,2,Bundle Offer,4100.53
2539,07/12/2024,15,4,246,4,Departmental Store,20.34,Snacks,81.36,,No Promotion,0
2540,01/05/2023,4,1,303,3,Departmental Store,41.23,Beverages,123.69,,No Promotion,0
2541,16/10/2024,13,3,405,1,Online,44.83,Beverages,44.83,,No Promotion,0
2542,30/10/2023,12,4,276,6,Super Shop,53.91,Snacks,323.46,10,Buy One Get One Free,2301.32
2543,12/01/2024,13,2,151,1,Super Shop,44.83,Beverages,44.83,1,Bundle Offer,4878.34
2544,21/09/2024,14,1,196,3,Online,25.14,Beverages,75.42,,No Promotion,0
2545,15/08/2023,20,2,405,6,Departmental Store,22.73,Dairy,136.38,5,Bundle Offer,3391.6
2546,13/08/2023,18,1,21,4,Departmental Store,30.09,Beverages,120.36,7,Bundle Offer,1353.97
2547,17/05/2023,6,2,257,2,Departmental Store,21.53,Beverages,43.06,,No Promotion,0
2548,04/05/2024,11,2,399,3,Super Shop,18.25,Snacks,54.75,9,Discount,1180.91
2549,06/06/2023,2,1,17,12,Online,51.58,Snacks,618.96,15,Bundle Offer,2123.74
2550,10/04/2024,23,1,51,7,Super Shop,26.43,Personal Care,185.01,8,Buy One Get One Free,1783.93
2551,12/09/2024,19,2,447,12,Departmental Store,38.17,Personal Care,458.04,17,Buy One Get One Free,1563.7
2552,18/01/2024,19,2,270,3,Super Shop,38.17,Personal Care,114.51,4,Bundle Offer,4579.31
2553,01/03/2024,5,2,315,3,Departmental Store,13.67,Beverages,41.01,,No Promotion,0
2554,19/12/2024,19,4,83,6,Online,38.17,Personal Care,229.02,,No Promotion,0
2555,16/07/2024,2,4,306,4,Departmental Store,51.58,Snacks,206.32,,No Promotion,0
2556,27/04/2024,10,3,124,16,Online,51.38,Snacks,822.08,9,Discount,1180.91
2557,04/07/2024,25,4,290,1,Super Shop,29.11,Dairy,29.11,,No Promotion,0
2558,11/11/2024,2,4,262,3,Super Shop,51.58,Snacks,154.74,,No Promotion,0
2559,12/08/2023,11,1,365,14,Super Shop,18.25,Snacks,255.5,10,Buy One Get One Free,2301.32
2560,11/09/2023,18,3,49,2,Departmental Store,30.09,Beverages,60.18,1,Bundle Offer,4878.34
2561,27/11/2024,24,3,6,6,Online,30.14,Dairy,180.84,,No Promotion,0
2562,02/09/2024,15,4,117,1,Super Shop,20.34,Snacks,20.34,,No Promotion,0
2563,25/03/2023,9,1,118,15,Super Shop,46.33,Personal Care,694.95,3,Discount,4758
2564,22/06/2024,23,1,453,3,Online,26.43,Personal Care,79.29,,No Promotion,0
2565,02/04/2024,19,3,263,4,Departmental Store,38.17,Personal Care,152.68,,No Promotion,0
2566,24/06/2024,9,1,353,1,Super Shop,46.33,Personal Care,46.33,,No Promotion,0
2567,21/12/2024,3,2,461,1,Departmental Store,46.14,Dairy,46.14,,No Promotion,0
2568,06/01/2024,21,4,435,11,Departmental Store,42.81,Snacks,470.91,11,Buy One Get One Free,2554.71
2569,21/03/2023,9,2,374,2,Departmental Store,46.33,Personal Care,92.66,,No Promotion,0
2570,31/07/2024,14,3,129,2,Super Shop,25.14,Beverages,50.28,,No Promotion,0
2571,25/04/2023,19,3,397,21,Super Shop,38.17,Personal Care,801.57,3,Discount,4758
2572,05/03/2023,7,1,171,1,Online,11,Snacks,11,,No Promotion,0
2573,14/07/2024,16,1,27,1,Online,15.96,Beverages,15.96,,No Promotion,0
2574,01/06/2024,16,3,199,1,Departmental Store,15.96,Beverages,15.96,,No Promotion,0
2575,27/07/2023,1,3,372,4,Super Shop,33.84,Snacks,135.36,10,Buy One Get One Free,2301.32
2576,09/08/2024,4,2,387,3,Departmental Store,41.23,Beverages,123.69,,No Promotion,0
2577,03/07/2024,4,2,314,1,Online,41.23,Beverages,41.23,,No Promotion,0
2578,03/06/2023,7,1,345,17,Departmental Store,11,Snacks,187,15,Bundle Offer,2123.74
2579,18/06/2023,8,2,97,16,Departmental Store,45.89,Snacks,734.24,10,Buy One Get One Free,2301.32
2580,02/12/2023,17,1,488,14,Super Shop,26.62,Personal Care,372.68,4,Bundle Offer,4579.31
2581,16/06/2024,5,1,17,1,Departmental Store,13.67,Beverages,13.67,,No Promotion,0
2582,28/03/2024,7,4,173,17,Departmental Store,11,Snacks,187,9,Discount,1180.91
2583,30/04/2023,20,1,462,17,Super Shop,22.73,Dairy,386.41,5,Bundle Offer,3391.6
2584,27/11/2024,20,2,101,5,Super Shop,22.73,Dairy,113.65,,No Promotion,0
2585,30/07/2023,4,3,186,1,Online,41.23,Beverages,41.23,,No Promotion,0
2586,20/08/2024,6,3,184,3,Super Shop,21.53,Beverages,64.59,,No Promotion,0
2587,15/05/2024,7,2,438,9,Departmental Store,11,Snacks,99,9,Discount,1180.91
2588,04/04/2023,18,3,215,5,Online,30.09,Beverages,150.45,,No Promotion,0
2589,06/06/2024,5,1,251,3,Online,13.67,Beverages,41.01,,No Promotion,0
2590,01/04/2024,20,3,216,14,Online,22.73,Dairy,318.22,2,Bundle Offer,4100.53
2591,26/02/2023,3,2,29,4,Online,46.14,Dairy,184.56,,No Promotion,0
2592,09/04/2024,7,3,102,21,Departmental Store,11,Snacks,231,9,Discount,1180.91
2593,16/05/2023,22,1,123,5,Departmental Store,16.64,Beverages,83.2,,No Promotion,0
2594,09/06/2024,14,1,54,1,Departmental Store,25.14,Beverages,25.14,,No Promotion,0
2595,01/03/2024,7,2,283,2,Departmental Store,11,Snacks,22,9,Discount,1180.91
2596,12/04/2024,5,2,102,2,Online,13.67,Beverages,27.34,,No Promotion,0
2597,31/07/2024,22,2,117,1,Departmental Store,16.64,Beverages,16.64,,No Promotion,0
2598,01/03/2023,5,4,104,2,Online,13.67,Beverages,27.34,,No Promotion,0
2599,26/07/2024,23,4,45,14,Super Shop,26.43,Personal Care,370.02,17,Buy One Get One Free,1563.7
2600,18/04/2024,2,1,114,16,Departmental Store,51.58,Snacks,825.28,9,Discount,1180.91
2601,19/11/2024,21,4,343,1,Super Shop,42.81,Snacks,42.81,,No Promotion,0
2602,12/11/2023,22,4,31,4,Super Shop,16.64,Beverages,66.56,1,Bundle Offer,4878.34
